symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
JRSS,JRSIS Health Care Corporation,0.4600,0.0794,+20.86%,"19,062","34,429",8.306M,27.06,34429,8305999
MKVNF,District Metals Corp.,0.3400,0.0118,+3.60%,"1,500","71,261",8.281M,,71261,8281000
ETBI,Eastgate Biotech Corp.,0.0040,0.0,0.00%,"30,700","101,706",8.23M,,101706,8230000
GEATF,Radiko Holdings Corp.,0.0218,-0.0039,-15.14%,300,"94,103",8.22M,21.81,94103,8220000
BNVIF,Binovi Technologies Corp.,0.0769,0.0031,+4.20%,"188,947","586,677",8.185M,,586677,8185000
FSSN,FISION Corporation,0.0236,-0.0005,-2.23%,"1,000","945,371",8.184M,,945371,8183999
FNNZF,FinCanna Capital Corp.,0.0840,-0.0056,-6.28%,"6,487","127,107",8.174M,,127107,8173999
PHBI,Pharmagreen Biotech Inc.,0.0260,-0.0012,-4.41%,1.192M,12.765M,8.171M,,12765000,8170999
PHBI,Pharmagreen Biotech Inc.,0.0260,-0.0012,-4.41%,1.192M,12.765M,8.171M,,12765000,8170999
NTRR,Neutra Corp.,0.0059,0.0,0.00%,7.897M,37.504M,8.163M,,37504000,8163000
RSAU,"Rooshine, Inc.",0.0105,0.0,0.00%,"100,000","605,277",8.163M,,605277,8163000
ECORF,Elcora Advanced Materials Corp.,0.0975,0.0075,+8.33%,"9,430","206,953",8.151M,,206953,8151000
VDPH,VDO-Ph International,0.0445,0.0,0.00%,"1,500","29,763",8.128M,,29763,8128000
EPOR,Epic Corp.,0.3870,-0.013,-3.25%,"15,125","41,376",8.089M,0.80,41376,8089000
SMPR,"Standard Metals Processing, Inc.",0.0605,-0.0145,-19.33%,"31,000","26,610",8.085M,,26610,8085000
UVSE,Universal Energy Corp.,0.0007,0.0,0.00%,222.822M,197.556M,8.084M,,197556000,8084000
MWXRF,Mineworx Technologies Ltd.,0.0263,-0.0005,-1.81%,"5,767","494,820",8.079M,,494820,8079000
TLGN,"Totally Green, Inc.",0.0510,-0.053,-50.96%,"4,850","27,045",8.07M,,27045,8070000
VEGYF,Virginia Energy Resources Inc.,0.1444,-0.0056,-3.73%,"2,000","31,206",8.058M,,31206,8058000
VMSI,"Vita Mobile Systems, Inc.",0.0080,-0.0001,-1.23%,1.274M,7.185M,8.048M,,7185000,8048000
GGISF,Genesis Metals Corp.,0.1504,-0.0104,-6.47%,"50,000","37,848",8.035M,,37848,8035000
PHOT,"GrowLife, Inc.",0.1794,0.0094,+5.53%,"359,559",1.183M,8.022M,,1183000,8022000
BYRG,"Buyer Group International, Inc.",0.0019,0.0001,+2.78%,"985,031",47.486M,7.975M,0.01,47486000,7975000
AMNL,"Applied Minerals, Inc.",0.0453,-0.0009,-2.00%,"365,761",2.301M,7.956M,,2301000,7956000
ADMT,"ADM Tronics Unlimited, Inc.",0.1175,0.0153,+14.97%,"6,000","67,495",7.942M,,67495,7942000
BASX,"Basic Energy Services, Inc.",0.3150,0.0,0.00%,"189,456","210,790",7.881M,,210790,7881000
MCIC,"Multicorp International, Inc.",0.0060,0.001,+20.00%,"550,509",3.64M,7.874M,,3640000,7874000
FUSEF,Fuse Cobalt Inc.,0.0989,-0.0085,-7.91%,"74,316",1.125M,7.869M,,1125000,7869000
SPVNF,Spectra7 Microsystems Inc.,0.0400,0.0133,+49.81%,"4,208","167,465",7.869M,,167465,7869000
BRNW,"BrainyBrawn, Inc.",0.0071,-0.0002,-2.74%,17.845M,48.142M,7.856M,,48142000,7856000
USGDF,American Pacific Mining Corp.,0.1233,0.0013,+1.07%,"50,490","127,538",7.849M,,127538,7849000
NDEV,Novus Acquisition & Development Corp.,0.0799,0.0004,+0.50%,"45,662","168,036",7.819M,6.66,168036,7819000
PRPRF,Prairie Provident Resources Inc.,0.0412,0.0016,+4.04%,"2,500","37,052",7.784M,,37052,7784000
RSHN,"RushNet, Inc.",0.0010,0.0,0.00%,34.03M,132.756M,7.745M,0.00,132756000,7745000
IONI,I-ON Digital Corp.,0.2200,0.005,+2.33%,"34,817","356,011",7.707M,13.75,356011,7707000
SSOK,"Sunstock, Inc.",0.0027,-0.0001,-3.57%,"732,420",51.104M,7.681M,1.35,51104000,7681000
RESS,"Renewable Energy Solution Systems, Inc.",0.0450,0.0,0.00%,"8,300","89,076",7.659M,,89076,7659000
BLPFF,BLOK Technologies Inc.,0.0640,0.004,+6.67%,"130,435","835,797",7.641M,,835797,7641000
FIEIF,Otso Gold Corp.,0.0348,0.0002,+0.58%,"4,000","43,885",7.627M,,43885,7627000
CRRVF,CVR Medical Corp.,0.0950,0.0199,+26.55%,"5,210","42,264",7.608M,,42264,7608000
KWBT,Kiwa Bio-Tech Products Group Corporation,0.0269,0.0009,+3.46%,1.393M,12.868M,7.596M,,12868000,7596000
BSPK,"Bespoke Extracts, Inc.",0.0320,0.0019,+6.31%,"288,000","480,371",7.58M,,480371,7580000
KPAY,KinerjaPay Corp.,0.0050,0.0002,+4.17%,5.068M,53.886M,7.569M,,53886000,7569000
UPIN,Universal Power Industry Corporation,0.0710,0.0152,+27.24%,"69,305","546,036",7.509M,,546036,7509000
EGMCF,Emgold Mining Corporation,0.0550,0.002,+3.77%,"3,000","101,889",7.495M,,101889,7495000
PRIEF,"Paleo Resources, Inc.",0.0192,0.0094,+95.43%,1.35M,"155,408",7.467M,,155408,7467000
KBEVF,Koios Beverage Corp.,0.0916,-0.0087,-8.67%,"947,185","663,611",7.404M,,663611,7404000
VBIO,"Vitality Biopharma, Inc.",0.1450,-0.065,-30.95%,"87,426","58,123",7.372M,,58123,7372000
VDTAF,Vendetta Mining Corp.,0.0477,0.0053,+12.50%,"93,658","69,772",7.367M,,69772,7367000
FGLDF,Falcon Gold Corp.,0.0740,0.0,0.00%,"14,600","57,786",7.245M,,57786,7245000
LNGLY,Liquefied Natural Gas Limited,0.0910,0.0,0.00%,"14,066","57,666",7.242M,,57666,7242000
BRAV,BRAVADA International Ltd,0.0103,-0.0007,-6.82%,1.202M,8.769M,7.222M,,8769000,7222000
ROYL,"Royale Energy, Inc.",0.1330,-0.0121,-8.34%,"19,578","62,840",7.218M,,62840,7218000
GTXO,GTX Corp,0.0530,-0.006,-10.17%,3.06M,5.656M,7.203M,,5656000,7203000
GTCH,GBT Technologies Inc.,0.0310,-0.0005,-1.59%,2.609M,11.542M,7.202M,,11542000,7202000
CNYCF,Searchlight Resources Inc.,0.0800,0.0002,+0.29%,"2,500","33,765",7.2M,,33765,7200000
NVSGF,Nevada Sunrise Gold Corporation,0.0930,0.0032,+3.56%,"5,107","134,270",7.161M,,134270,7161000
SRSR,Sarissa Resources Inc.,0.0075,-0.0009,-10.71%,"470,000",5.988M,7.16M,,5988000,7160000
MMMM,"Quad M Solutions, Inc.",0.1676,-0.002,-1.18%,"22,810","802,336",7.116M,,802336,7116000
TRNX,"Taronis Technologies, Inc.",0.0376,0.0034,+9.94%,"423,699",2.185M,7.09M,,2185000,7090000
TRNX,"Taronis Technologies, Inc.",0.0376,0.0034,+9.94%,"423,699",2.185M,7.09M,,2185000,7090000
BCCEF,BacTech Environmental Corporation,0.0613,0.0014,+2.25%,"2,002","103,802",7.088M,,103802,7088000
FDMSF,Fandom Sports Media Corp.,0.2163,0.0153,+7.61%,"268,910","231,612",7.085M,,231612,7085000
BKTPF,Cruz Cobalt Corp.,0.0840,0.0043,+5.40%,"32,979","437,510",7.08M,,437510,7080000
TMGY,"Terminus Energy, Inc.",0.0300,0.0,0.00%,"193,317","374,694",7.04M,,374694,7040000
FZRO,FlashZero Corp.,0.0210,0.001,+5.00%,"238,300","289,802",6.982M,,289802,6982000
BTKRF,Black Tusk Resources Inc.,0.0431,0.0,0.00%,"14,019","131,033",6.977M,,131033,6977000
AXXDF,Alderon Iron Ore Corp.,0.0500,0.0,0.00%,"255,000","53,750",6.968M,,53750,6968000
AXDDF,Azucar Minerals Ltd.,0.1023,0.0023,+2.34%,"60,682","77,078",6.959M,2.09,77078,6959000
NWGC,New World Gold Corp.,0.0029,0.0001,+3.57%,42.454M,64.403M,6.948M,0.41,64403000,6948000
SEII,Sharing Economy International Inc.,0.0480,0.0052,+12.28%,"177,800",2.09M,6.937M,,2089999,6937000
GGAZF,Goldgroup Mining Inc.,0.0322,0.001,+3.08%,"2,500","112,855",6.904M,,112855,6904000
NWIFF,Nuinsco Resources Limited,0.0155,-0.0013,-7.74%,"44,500","403,697",6.896M,,403697,6896000
SODE,"Social Detention, Inc.",0.0373,0.0,0.00%,"116,350","52,680",6.854M,,52680,6854000
THCT,"THC Therapeutics, Inc.",0.2830,-0.017,-5.68%,"38,921","438,975",6.841M,,438975,6841000
ACCR,"Access-Power & Co., Inc.",0.0228,0.006,+35.71%,"891,310",1.857M,6.84M,,1857000,6840000
DGDM,"Digital Development Partners, Inc.",0.0430,-0.002,-4.44%,"145,800","519,517",6.836M,,519517,6836000
FTXP,"Foothills Exploration, Inc.",0.0061,0.003,+94.27%,427.323M,57.332M,6.819M,,57332000,6819000
TKOI,"Telkonet, Inc.",0.0500,-0.0028,-5.30%,"27,139",1.59M,6.816M,,1590000,6816000
TKOI,"Telkonet, Inc.",0.0500,-0.0028,-5.30%,"27,139",1.59M,6.816M,,1590000,6816000
MOPN,"JPO Solutions, Inc.",0.0034,-0.0001,-2.86%,"10,000","154,265",6.8M,,154265,6800000
MOPN,"JPO Solutions, Inc.",0.0034,-0.0001,-2.86%,"10,000","154,265",6.8M,,154265,6800000
KAYS,"Kaya Holdings, Inc.",0.4750,0.065,+15.85%,"21,321","39,038",6.775M,,39038,6775000
KAYS,"Kaya Holdings, Inc.",0.4750,0.065,+15.85%,"21,321","39,038",6.775M,,39038,6775000
POTRF,SOPerior Fertilizer Corp.,0.0274,-0.0047,-14.64%,"120,322","192,494",6.772M,,192494,6772000
CBGL,"Cannabis Global, Inc.",0.1581,-0.0019,-1.20%,"185,837","784,521",6.762M,,784521,6762000
MLWN,"Malwin Ventures, Inc.",0.1090,0.0053,+5.07%,"1,000","222,184",6.761M,,222184,6761000
MLWN,"Malwin Ventures, Inc.",0.1090,0.0053,+5.07%,"1,000","222,184",6.761M,,222184,6761000
FLXT,"Flexpoint Sensor Systems, Inc.",0.0676,0.0011,+1.65%,"204,463","566,540",6.741M,,566540,6741000
FLXT,"Flexpoint Sensor Systems, Inc.",0.0676,0.0011,+1.65%,"204,463","566,540",6.741M,,566540,6741000
RSSFF,Affinor Growers Inc.,0.0357,-0.0025,-6.67%,"607,420","101,776",6.727M,,101776,6727000
FUTL,"FutureLand, Corp.",0.0010,-0.0001,-9.09%,70.251M,283.77M,6.716M,,283770000,6716000
FUTL,"FutureLand, Corp.",0.0010,-0.0001,-9.09%,70.251M,283.77M,6.716M,,283770000,6716000
AFFU,Affluence Corporation,0.4680,-0.0319,-6.38%,"26,358","40,569",6.684M,,40569,6684000
AFFU,Affluence Corporation,0.4680,-0.0319,-6.38%,"26,358","40,569",6.684M,,40569,6684000
GNYPF,Gainey Capital Corp.,0.0664,0.0,0.00%,"110,012","81,219",6.667M,,81219,6667000
CAPTF,Capitan Mining Inc.,0.1700,0.0,0.00%,"2,036","27,863",6.651M,,27863,6651000
ELIXF,Elixxer Ltd.,0.0127,-0.0053,-29.56%,"20,700","136,546",6.633M,,136546,6633000
ELIXF,Elixxer Ltd.,0.0127,-0.0053,-29.56%,"20,700","136,546",6.633M,,136546,6633000
MNTUF,Manitou Gold Inc.,0.0621,0.0,0.00%,"1,500","35,478",6.617M,,35478,6617000
MNTUF,Manitou Gold Inc.,0.0621,0.0,0.00%,"1,500","35,478",6.617M,,35478,6617000
NBIO,"Nascent Biotech, Inc.",0.0680,0.003,+4.62%,"13,368","364,710",6.6M,,364710,6600000
NBIO,"Nascent Biotech, Inc.",0.0680,0.003,+4.62%,"13,368","364,710",6.6M,,364710,6600000
HLTT,Healthtech Solutions Inc.,0.6800,-0.01,-1.45%,"8,025","28,966",6.597M,,28966,6597000
HLTT,Healthtech Solutions Inc.,0.6800,-0.01,-1.45%,"8,025","28,966",6.597M,,28966,6597000
FTXP,"Foothills Exploration, Inc.",0.0059,0.0028,+87.90%,425.806M,57.332M,6.596M,,57332000,6596000
MRJT,"3D MakerJet, Inc.",0.0506,-0.0089,-14.96%,"21,500","113,495",6.588M,,113495,6588000
TAKUF,C2C Gold Corp.,0.1336,-0.001,-0.74%,"10,000","41,439",6.584M,,41439,6584000
ZICX,Zicix Corporation,0.0110,-0.0019,-14.73%,4.274M,1.349M,6.56M,,1349000,6560000
JZZI,"JZZ Technologies, Inc.",0.0280,0.0005,+1.82%,"221,858","421,943",6.528M,,421943,6528000
MCREF,Metals Creek Resources Corp.,0.1125,-0.0014,-1.23%,"1,000","51,638",6.511M,,51638,6511000
RIII,"Renavotio, Inc.",0.0546,-0.0024,-4.18%,"50,668","725,289",6.471M,,725289,6471000
OWCP,OWC Pharmaceutical Research Corp.,0.0130,0.0003,+2.36%,1.881M,8.427M,6.467M,,8427000,6467000
WSHE,GreenLink International Inc.,0.0490,-0.001,-2.00%,"1,081","85,808",6.425M,,85808,6425000
IMCI,"Infinite Group, Inc.",0.2210,-0.0146,-6.18%,120,"30,463",6.423M,,30463,6423000
SIML,Simlatus Corporation,0.0021,-0.0003,-10.83%,206.114M,365.678M,6.411M,,365678000,6411000
IONKD,Ionic Brands Corp.,0.1885,-0.0219,-10.41%,"140,853","84,760",6.402M,,84760,6402000
CATTF,CAT Strategic Metals Corporation,0.0669,0.0,0.00%,"52,500","118,799",6.397M,,118799,6397000
BMOOF,Blue Moon Zinc Corp.,0.0540,0.0069,+14.65%,"12,018","80,492",6.389M,,80492,6389000
ICNB,"Iconic Brands, Inc.",0.3660,-0.014,-3.68%,"13,000","65,630",6.386M,,65630,6386000
OBCN,"Obocon, Inc.",0.1900,0.0,0.00%,10,"34,708",6.316M,,34708,6316000
GNOLF,Genoil Inc.,0.0100,0.0,0.00%,"26,000","63,951",6.297M,,63951,6297000
EQLB,"EQ Energy Drink, Inc.",0.0031,0.0,0.00%,"479,438",4.097M,6.275M,,4097000,6275000
HCGS,"HighCom Global Security, Inc.",0.0162,0.0002,+1.25%,"278,000","82,761",6.253M,,82761,6253000
NGCG,"New Generation Consumer Group, Inc.",0.0133,-0.0039,-22.79%,17.57M,8.533M,6.246M,,8533000,6246000
INNX,Infinite Networks Corporation,0.0311,0.0,0.00%,"101,000","65,541",6.239M,,65541,6239000
DGWR,"Deep Green Waste & Recycling, Inc.",0.0525,0.0,0.00%,"65,152","366,967",6.199M,,366967,6199000
SDTTU,SandRidge Mississippian Trust I,0.2200,0.0038,+1.76%,763,"53,709",6.16M,,53709,6160000
AHNR,Athena Gold Corporation,0.1020,0.0,0.00%,25,"177,406",6.149M,,177406,6149000
SAML,"Samsara Luggage, Inc.",0.0013,-0.0,-2.69%,50.967M,176.233M,6.14M,,176233000,6140000
AZNVF,AZN Capital Corp.,0.0298,0.0028,+10.33%,"16,500","180,369",6.138M,,180369,6138000
CEXPF,Cache Exploration Inc.,0.1215,0.0015,+1.25%,"1,054","258,619",6.135M,,258619,6135000
EUUNF,Azarga Metals Corp.,0.0695,0.0,0.00%,"3,323","37,807",6.132M,,37807,6132000
ABNAF,Aben Resources Ltd.,0.0490,0.0,0.00%,"82,330","108,469",6.087M,,108469,6087000
AMLM,"American Lithium Minerals, Inc.",0.5350,-0.0205,-3.69%,"82,750",1.151M,6.009M,,1151000,6009000
TRCNF,TRANSNATIONAL CANNABIS LTD,0.0085,0.0,0.00%,"35,265","206,464",6.002M,,206464,6002000
KSTBF,Kestrel Gold Inc.,0.0700,0.0,0.00%,"30,000","42,042",6M,,42042,6000000
BANI,"Banneker, Inc.",0.0006,-0.0001,-14.29%,5.163M,11.502M,6M,,11502000,6000000
PCSV,"PCS Edventures!.com, Inc.",0.0380,0.0012,+3.40%,"15,210","171,285",5.985M,,171285,5985000
ATBHF,Aston Bay Holdings Ltd.,0.0375,0.0007,+1.90%,"30,200","100,970",5.945M,,100970,5945000
LCLP,"Life Clips, Inc.",0.0047,0.0001,+2.17%,13.553M,86.547M,5.921M,0.78,86547000,5921000
TCCO,Technical Communications Corporation,3.2000,-0.04,-1.23%,"3,243","478,885",5.921M,,478885,5921000
PGAS,"Petrogress, Inc.",0.1900,0.065,+52.00%,2.458M,1.61M,5.918M,,1610000,5918000
WCUI,"Wellness Center USA, Inc.",0.0500,0.0008,+1.52%,"45,000","55,596",5.913M,,55596,5913000
STLXF,Stellar AfricaGold Inc.,0.0591,0.0002,+0.29%,"1,491","38,417",5.901M,,38417,5901000
PRMO,"Prom Resources, Inc.",0.0007,-0.0001,-12.50%,41.526M,186.799M,5.893M,0.70,186799000,5893000
SKVY,Sentry Technology Corp.,0.0077,0.003,+63.83%,"17,500","121,055",5.882M,,121055,5882000
AGRDF,Minnova Corp.,0.1750,-0.025,-12.50%,"36,100","27,040",5.877M,,27040,5877000
DWOG,"Deep Well Oil & Gas, Inc.",0.0254,0.0,0.00%,"65,136","64,606",5.857M,,64606,5857000
GYPHQ,Gryphon Gold Corporation,0.0160,0.0,0.00%,"1,250","53,274",5.839M,,53274,5839000
FERL,"Fearless Films, Inc.",0.1804,-0.0194,-9.69%,"11,904","34,176",5.827M,,34176,5827000
AWSL,"Atlantic Wind & Solar, Inc.",0.1302,0.0002,+0.12%,"14,300","440,228",5.819M,,440228,5819000
DLOC,"Digital Locations, Inc.",0.0450,-0.0079,-14.93%,2.279M,9.74M,5.788M,,9740000,5788000
GEECF,Global Environmental Energy Corp.,0.0010,0.0,0.00%,"132,450",1.071M,5.78M,,1071000,5780000
LTHUQ,Lithium Technology Corporation,0.0085,0.0012,+16.44%,3.426M,2.399M,5.758M,,2399000,5758000
IMMB,"Immunotech Laboratories, Inc.",0.0100,-0.0001,-0.99%,"7,300","257,615",5.74M,,257615,5740000
GBCHF,Metaverse Capital Corp.,0.0074,-0.0007,-8.64%,"66,907",1.21M,5.733M,,1210000,5733000
SBVRF,Subversive Acquisition LP,9.86,-0.01,-0.05%,"9,164","28,544",5.713M,,28544,5713000
AMTY,Amerityre Corporation,0.0790,0.0007,+0.91%,"95,700","166,625",5.642M,26.33,166625,5642000
BLKCF,Global Gaming Technologies Corp.,0.0450,0.003,+7.14%,"65,495","722,370",5.633M,,722370,5633000
INTK,"Industrial Nanotech, Inc.",0.0025,0.0001,+4.17%,2.413M,6.142M,5.581M,,6142000,5581000
PFFOF,Portofino Resources Inc.,0.0823,-0.0021,-2.49%,"71,894","568,446",5.58M,,568446,5580000
CHGI,"China Carbon Graphite Group, Inc.",0.2011,-0.0059,-2.84%,"20,531","162,250",5.579M,,162250,5579000
AVOI,"Advanced Voice Recognition Systems, Inc.",0.0199,0.003,+17.75%,"22,000","224,441",5.576M,,224441,5576000
WTCZF,Copper Lake Resources Ltd.,0.0398,-0.0028,-6.57%,"100,599","442,922",5.575M,,442922,5575000
SRKZF,Sky Gold Corp.,0.0914,0.0003,+0.37%,"113,500","75,684",5.561M,,75684,5561000
PERT,"Permanent Technologies, Inc.",0.0215,-0.0005,-2.27%,"10,000","273,861",5.556M,,273861,5556000
NTII,"Neurobiological Technologies, Inc.",0.0051,0.0001,+2.00%,"5,600","56,578",5.54M,0.01,56578,5540000
GLFH,"Galenfeha, Inc.",0.0570,-0.004,-6.56%,"2,745","151,610",5.469M,57.00,151610,5469000
NVGT,Novagant Corp.,0.0890,0.009,+11.25%,"50,039","238,467",5.453M,,238467,5453000
QWTR,"Quest Water Global, Inc.",0.2175,-0.0021,-0.96%,"5,145","110,630",5.431M,,110630,5431000
SIAF,"Sino Agro Food, Inc.",0.0904,-0.0046,-4.84%,"65,915","74,235",5.421M,,74235,5421000
VYON,"Viyya Technologies, Inc.",0.0110,-0.0005,-4.35%,"334,426",5.395M,5.406M,,5395000,5406000
COBAF,International Cobalt Corp.,0.0340,0.0014,+4.29%,"46,600","161,450",5.398M,,161450,5398000
IMEXF,Imagin Medical Inc.,0.6004,0.0513,+9.34%,"7,850","41,081",5.344M,,41081,5344000
VRDR,"Verde Resources, Inc.",0.0460,0.0142,+44.65%,"2,446","49,294",5.338M,,49294,5338000
LLBO,"Lifeline Biotechnologies, Inc.",0.0017,-0.0004,-19.05%,3.776M,23.116M,5.336M,,23116000,5336000
GCLT,"GainClients, Inc.",0.0171,-0.0013,-7.07%,"327,288",1.036M,5.307M,,1036000,5307000
SNYR,Synergy CHC Corp.,0.0590,0.0041,+7.47%,"122,649","27,126",5.303M,,27126,5303000
ROVMF,Rover Metals Corp.,0.0590,0.0035,+6.31%,"1,240","46,615",5.291M,,46615,5291000
PTOI,"Plastic2Oil, Inc.",0.0398,0.0,0.00%,"158,342","167,663",5.29M,,167663,5290000
ECTM,ECA Marcellus Trust I,0.3000,0.005,+1.69%,"4,029","59,001",5.282M,,59001,5282000
BTDG,"B2Digital, Incorporated",0.0067,0.0002,+3.08%,1.596M,11.077M,5.252M,,11077000,5252000
ROYTL,Pacific Coast Oil Trust,0.1356,-0.0124,-8.38%,"40,054","156,555",5.232M,,156555,5232000
SILS,"Silver Scott Mines, Inc.",0.1410,0.011,+8.46%,"1,660","28,710",5.226M,,28710,5226000
GSAC,GelStat Corp.,0.0310,0.001,+3.33%,"5,201","104,910",5.216M,,104910,5216000
HMNY,Helios and Matheson Analytics Inc.,0.0026,-0.0001,-3.70%,7.847M,45.919M,5.204M,,45919000,5204000
IPCIF,Intellipharmaceutics International Inc.,0.2064,0.0014,+0.68%,"2,670","93,008",5.199M,,93008,5199000
BIOIF,Biome Grow Inc.,0.0466,-0.0012,-2.53%,"3,500","36,725",5.198M,,36725,5198000
DHCC,Diamondhead Casino Corporation,0.1425,-0.0055,-3.72%,"2,100","60,035",5.172M,,60035,5172000
MTRI,Metro Inc.,0.0140,0.0,0.00%,"120,000","26,124",5.156M,14.00,26124,5156000
ABMC,American Bio Medica Corporation,0.1429,0.0029,+2.07%,"129,423","377,606",5.138M,,377606,5138000
DGTW,"DigitalTown, Inc.",0.0020,-0.0003,-13.04%,14.49M,92.669M,5.133M,,92669000,5133000
NOVC,"Novation Companies, Inc.",0.0440,0.004,+10.00%,"605,233","428,461",5.133M,,428461,5133000
SSEBF,Silver Spruce Resources Inc.,0.0500,0.0005,+1.01%,"24,000","44,412",5.13M,,44412,5130000
GIFX,"GIFA, Inc.",0.0141,-0.0059,-29.50%,"2,450","71,909",5.127M,,71909,5127000
WHSI,"Wearable Health Solutions, Inc.",0.0172,-0.0011,-6.23%,462,"56,285",5.1M,,56285,5100000
ATVK,"Ameritek Ventures, Inc.",0.0566,-0.0044,-7.28%,3.423M,18.791M,5.076M,,18791000,5076000
AVRN,Avra Inc.,0.0800,-0.003,-3.61%,"644,373","256,033",5.072M,,256033,5072000
SLNM,"Salon Media Group, Inc.",0.0160,0.0,0.00%,"10,978","47,910",5.055M,,47910,5055000
VNCKF,Victory Nickel Inc.,0.0516,-0.0117,-18.48%,"7,500","53,292",5.043M,,53292,5043000
VPRB,"VPR Brands, LP",0.0575,0.0009,+1.59%,"35,180","578,500",5.04M,,578500,5040000
DPBE,"Deep Blue Marine, Inc.",0.0028,0.0,0.00%,10.063M,12.272M,5.038M,,12272000,5038000
CWNR,Crosswind Renewable Energy Corp.,0.0275,-0.0115,-29.49%,"55,899","344,401",5.017M,,344401,5017000
TKXHF,TrackX Holdings Inc.,0.0648,0.0,0.00%,"1,111","79,562",5.011M,,79562,5011000
WSRC,Western Sierra Resource Corporation,0.0400,0.0191,+91.39%,4.641M,"516,194",5.001M,,516194,5001000
HGTXU,Hugoton Royalty Trust,0.1250,-0.001,-0.79%,"8,527","66,341",5M,13.89,66341,5000000
SKPO,"Skye Petroleum, Inc.",0.0200,0.01,+100.00%,15.123M,1.947M,4.999M,,1947000,4999000
SKPO,"Skye Petroleum, Inc.",0.0200,0.01,+100.00%,15.123M,1.947M,4.999M,,1947000,4999000
ACRL,"Atacama Resources International, Inc.",0.0250,-0.0015,-5.66%,"307,058",5.276M,4.99M,,5276000,4990000
SNRS,"Sunrise Consulting Group, Inc.",0.0003,-0.0001,-25.00%,211.612M,89.22M,4.982M,,89220000,4982000
TPII,"Triad Pro Innovators, Inc.",0.0928,-0.0024,-2.48%,"633,634",4.089M,4.95M,,4089000,4950000
GCAN,"The Greater Cannabis Company, Inc.",0.0149,-0.0014,-8.59%,2.163M,27.133M,4.948M,,27133000,4948000
ZHUD,Zhuding International Limited,0.0306,0.0006,+2.00%,2.943M,4.383M,4.91M,,4383000,4910000
RLLVF,Relevium Technologies Inc.,0.0220,0.0,0.00%,"9,400","55,871",4.909M,,55871,4909000
IONKF,Ionic Brands Corp.,0.1542,0.0023,+1.51%,"5,288","84,760",4.883M,,84760,4883000
QDROF,Quadro Resources Ltd.,0.0814,-0.0057,-6.54%,"3,692","43,255",4.864M,,43255,4864000
EHVVF,"EHAVE, Inc.",0.1910,-0.0025,-1.27%,"426,450",2.062M,4.854M,,2061999,4854000
ATOXF,Durango Resources Inc.,0.0631,0.0,0.00%,"1,000","51,034",4.851M,,51034,4851000
IGPK,"Integrated Cannabis Solutions, Inc.",0.0044,-0.0,-0.61%,2.784M,27.064M,4.834M,,27064000,4834000
THURF,Thunderstruck Resources Ltd.,0.0633,0.0,0.00%,"47,251","69,868",4.832M,,69868,4832000
TRKUF,Tarku Resources Ltd.,0.0987,0.0,0.00%,"6,043","44,170",4.825M,,44170,4825000
TKSTF,Tinkerine Studios Ltd.,0.0970,0.0103,+11.88%,"15,770","284,805",4.822M,,284805,4822000
MYRX,"Myrexis, Inc.",0.0475,-0.005,-9.44%,500,"48,535",4.793M,,48535,4793000
DFODQ,Dean Foods Company,0.0521,-0.0043,-7.62%,"299,607","478,345",4.79M,,478345,4790000
BOTY,"Lingerie Fighting Championships, Inc.",0.0024,-0.0,-1.67%,27.775M,109.492M,4.77M,,109492000,4770000
BORK,"Bourque Industries, Inc.",0.0150,0.0005,+3.81%,"51,440",1.106M,4.733M,,1106000,4733000
ORVRF,"Orchid Ventures, Inc.",0.0506,0.0018,+3.69%,"24,020","73,721",4.699M,,73721,4699000
SCON,Superconductor Technologies Inc.,1.4815,0.0815,+5.82%,"19,703","52,791",4.669M,,52791,4669000
SITS,"Southern ITS International, Inc.",0.0395,0.0,0.00%,"150,000","385,961",4.65M,,385961,4650000
ANDR,Andrea Electronics Corporation,0.0682,-0.0063,-8.46%,"23,600","201,560",4.645M,,201560,4645000
GLTC,"GelTech Solutions, Inc.",0.0410,-0.0055,-11.83%,"51,000","149,161",4.631M,,149161,4631000
LITH,BioELife Corp.,0.4900,-0.01,-2.00%,"2,210","26,181",4.611M,,26181,4611000
NUGL,"NUGL, Inc.",0.1003,0.0,0.00%,"13,118","89,026",4.606M,,89026,4606000
GEGP,"Gold Entertainment Group, Inc.",0.0006,0.0,0.00%,3.518M,68.128M,4.591M,,68128000,4591000
BEGI,"BlackStar Enterprise Group, Inc.",0.0554,-0.0036,-6.02%,"128,621",3.538M,4.572M,,3538000,4572000
VYCO,"Vycor Medical, Inc.",0.1700,0.0,0.00%,"1,625","26,116",4.572M,,26116,4572000
MGLDF,Medgold Resources Corp.,0.0500,-0.0005,-1.01%,"230,000","35,429",4.553M,,35429,4553000
RGIN,"Regenicin, Inc.",0.0296,0.0,0.00%,"4,100","70,989",4.543M,,70989,4543000
TURV,Two Rivers Water & Farming Company,0.0521,0.001,+1.96%,"181,311","540,355",4.54M,,540355,4540000
WGIH,"WGI Holdings, Inc.",0.0002,0.0,0.00%,1.122M,5.699M,4.54M,,5699000,4540000
CMPD,"CompuMed, Inc.",0.2853,0.0079,+2.84%,"5,104","58,411",4.519M,,58411,4519000
KOSK,One Step Vending Corp.,0.0149,0.0029,+24.48%,2.85M,4.441M,4.507M,,4441000,4507000
