symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
SRGA,"Surgalign Holdings, Inc.",2.28,-0.02,-0.87%,1.757M,1.782M,243.226M,,1782000,243226000
ONTX,"Onconova Therapeutics, Inc.",1.02,0.0831,8.87%,42.439M,57.552M,241.344M,,57552000,241344000
LIACF,American Lithium Corp.,2.04,-0.0513,-2.45%,3.223M,1.961M,239.006M,,1961000,239006000
INFI,"Infinity Pharmaceuticals, Inc.",2.69,-0.07,-2.54%,2.905M,3.869M,237.713M,,3869000,237713000
XERS,"Xeris Pharmaceuticals, Inc.",4.84,-0.1,-2.02%,3.52M,2.404M,237.046M,,2404000,237046000
CRMD,CorMedix Inc.,7.37,0.28,3.95%,1.849M,1.201M,236.817M,,1201000,236817000
TTOO,"T2 Biosystems, Inc.",1.6,-0.35,-17.95%,23.524M,12.947M,236.73M,,12947000,236730000
GAU,Galiano Gold Inc.,1.06,0.01,0.95%,1.489M,1.498M,233.435M,,1498000,233435000
RECAF,Reconnaissance Energy Africa Ltd.,2.185,0.0754,3.58%,1.196M,1.702M,232.39M,,1702000,232390000
NEPT,Neptune Wellness Solutions Inc.,1.41,0.01,0.71%,4.745M,5.813M,232.327M,,5813000,232327000
ITRM,Iterum Therapeutics plc,1.51,0.15,11.03%,30.135M,23.309M,230.293M,,23309000,230293000
MARK,"Remark Holdings, Inc.",2.31,-0.04,-1.70%,4.361M,5.14M,229.857M,,5140000,229857000
WATT,Energous Corporation,3.71,-0.02,-0.54%,5.461M,9.438M,227.395M,,9438000,227395000
NEVDF,Nevada Copper Corp.,0.132,0.002,1.54%,1.824M,1.754M,226.883M,,1754000,226883000
RESN,Resonant Inc.,4.17,0.04,0.97%,2.615M,2.45M,225.915M,,2450000,225915000
RWBYF,Red White & Bloom Brands Inc.,1.22,0.03,2.52%,1.231M,1.268M,225.633M,,1268000,225633000
CTXR,"Citius Pharmaceuticals, Inc.",1.79,0.02,1.13%,18.344M,12.281M,225.155M,,12281000,225155000
CKPT,"Checkpoint Therapeutics, Inc.",3.31,0.43,14.93%,2.573M,1.439M,224.694M,,1439000,224694000
MTNB,"Matinas BioPharma Holdings, Inc.",1.12,0.05,4.67%,3.061M,6.375M,223.599M,,6375000,223599000
DHF,BNY Mellon High Yield Strategies Fund,3.06,0.07,2.34%,4.687M,2.25M,222.486M,765,2250000,222486000
CGRO,Collective Growth Corporation,11.67,0.47,4.20%,"7,33,353",1.322M,221.876M,,1322000,221876000
NOVN,"Novan, Inc.",1.45,0.08,5.84%,9.839M,22.05M,218.647M,,22050000,218647000
GLG,"TD Holdings, Inc.",2.32,0.05,2.20%,"9,40,808",1.174M,218.384M,,1174000,218384000
GIX,"GigCapital2, Inc.",10.02,-0.04,-0.40%,"4,75,262",1.021M,217.084M,,1020999,217084000
CWSFF,Cielo Waste Solutions Corp.,0.6823,-0.0477,-6.53%,4.426M,1.21M,215.351M,,1210000,215351000
AYRO,"Ayro, Inc.",5.45,-0.18,-3.20%,3.177M,4.902M,214.777M,,4902000,214777000
DS,Drive Shack Inc.,2.35,-0.03,-1.26%,3.156M,3.314M,214.407M,,3314000,214407000
ASLN,ASLAN Pharmaceuticals Limited,3.42,0.11,3.32%,2.346M,1.952M,214.25M,,1952000,214250000
MRMD,MariMed Inc.,0.71,-0.02,-2.74%,1.703M,2.724M,213.296M,,2724000,213296000
GNPX,"Genprex, Inc.",4.9,0.4,8.89%,1.556M,1.891M,212.056M,,1891000,212056000
DMGGF,DMG Blockchain Solutions Inc.,1.97,0.2224,12.73%,2.935M,3.007M,211.933M,,3007000,211933000
AMYZF,American Manganese Inc.,1.1,-0.22,-16.67%,4.424M,2.071M,208.287M,,2071000,208287000
REI,"Ring Energy, Inc.",2.55,0.05,2.00%,16.279M,6.635M,208.255M,,6635000,208255000
AGTC,Applied Genetic Technologies Corporation,4.88,-0.18,-3.56%,2.895M,2.839M,208.171M,,2839000,208171000
MBIO,"Mustang Bio, Inc.",3.17,0.05,1.60%,4.565M,3.71M,207.931M,,3710000,207931000
OBSV,ObsEva SA,3.22,-0.15,-4.45%,3.335M,6.3M,207.503M,,6300000,207503000
GSV,Gold Standard Ventures Corp,0.5711,0.0078,1.38%,10.084M,7.143M,205.812M,,7143000,205812000
FFMGF,First Mining Gold Corp.,0.293,0.0099,3.50%,1.588M,1.096M,202.982M,,1096000,202982000
CBWTF,Auxly Cannabis Group Inc.,0.2702,0.0077,2.93%,2.221M,2.606M,202.258M,,2606000,202258000
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,10.02,0.02,0.20%,2.885M,2.885M,200.4M,,2885000,200400000
STG,Sunlands Technology Group,1.18,-0.01,-0.84%,1.891M,1.452M,198.511M,,1452000,198511000
ACRX,"AcelRx Pharmaceuticals, Inc.",1.74,0.04,2.35%,3.232M,5.936M,198.031M,,5936000,198031000
ADMA,"ADMA Biologics, Inc.",2.09,-0.14,-6.28%,3.983M,4.162M,197.605M,,4162000,197605000
VTVT,vTv Therapeutics Inc.,2.44,0.18,7.96%,1.342M,5.534M,196.774M,,5534000,196774000
GORO,Gold Resource Corporation,2.63,0,0.00%,1.398M,1.499M,195.775M,42.42,1499000,195775000
AGRX,"Agile Therapeutics, Inc.",2.23,0,0.00%,1.891M,1.326M,195.412M,,1326000,195412000
CAPA,HighCape Capital Acquisition Corp.,13.21,1.54,13.20%,1.754M,1.049M,195.244M,,1049000,195244000
URG,Ur-Energy Inc.,1,-0.03,-2.91%,5.466M,4.717M,195.136M,,4717000,195136000
KXIN,Kaixin Auto Holdings,2.99,0.21,7.55%,3.517M,3.582M,194.745M,,3582000,194745000
EVGN,Evogene Ltd.,4.58,-0.14,-2.97%,2.757M,2.095M,194.567M,,2095000,194567000
ABEO,Abeona Therapeutics Inc.,2.01,-0.07,-3.37%,3.918M,4.419M,193.225M,,4419000,193225000
YCBD,"cbdMD, Inc.",3.67,-0.19,-4.92%,"7,96,579",1.37M,191.894M,,1370000,191894000
CALA,"Calithera Biosciences, Inc.",2.7,0.01,0.37%,1.475M,1.809M,190.509M,,1809000,190509000
CPSH,CPS Technologies Corporation,14.27,0.44,3.18%,1.6M,2.728M,189.737M,212.99,2728000,189737000
KMPH,"KemPharm, Inc.",10.05,0.42,4.36%,5.23M,3.121M,189.442M,,3121000,189442000
JAGX,"Jaguar Health, Inc.",1.6,-0.01,-0.62%,11.805M,57.503M,188.506M,,57503000,188506000
TMDI,Titan Medical Inc.,1.73,-0.07,-3.89%,3.963M,3.587M,187.444M,,3587000,187444000
SEEL,"Seelos Therapeutics, Inc.",2.6,-0.06,-2.26%,3.251M,3.478M,187.373M,,3478000,187373000
JE,Just Energy Group Inc.,3.9,-0.11,-2.74%,2.601M,3.519M,186.56M,2.22,3519000,186560000
AHT,"Ashford Hospitality Trust, Inc.",2.7,0.03,1.12%,11.872M,8.78M,186.128M,,8780000,186128000
EVFM,"Evofem Biosciences, Inc.",2.28,-0.99,-30.28%,15.72M,4.074M,185.319M,,4074000,185319000
IZEA,"IZEA Worldwide, Inc.",3.32,-0.14,-4.05%,4.161M,7.132M,180.983M,,7132000,180983000
CIDM,Cinedigm Corp.,1.09,0.07,6.86%,13.874M,20.644M,180.89M,,20644000,180890000
CHMA,"Chiasma, Inc.",3.08,-0.355,-10.33%,3.905M,1.429M,178.158M,,1429000,178158000
HLLPF,Hello Pal International Inc.,1.29,-0.3,-18.87%,6.237M,1.179M,176.361M,,1179000,176361000
MMNFF,MedMen Enterprises Inc.,0.34,-0.03,-8.11%,13.22M,12.604M,176.043M,,12604000,176043000
HTBX,"Heat Biologics, Inc.",7.68,-0.23,-2.91%,1.599M,2.865M,175.367M,,2865000,175367000
CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.33,0.07,2.15%,1.007M,1.472M,174.175M,16.24,1472000,174175000
BBKCF,BIGG Digital Assets Inc.,1.24,-0.03,-2.36%,6.276M,2.734M,172.552M,,2734000,172552000
ASMB,"Assembly Biosciences, Inc.",4.48,-0.15,-3.24%,2.641M,1.279M,171.343M,,1279000,171343000
MICT,"MICT, Inc.",1.87,0.09,5.06%,17.325M,6.176M,171.127M,,6176000,171127000
COMS,COMSovereign Holding Corp.,2.58,-0.13,-4.80%,2.435M,1.917M,171.075M,,1917000,171075000
WHEN,"World Health Energy Holdings, Inc.",0.0019,0.0004,26.67%,44.299M,123.135M,170.6M,,123135000,170600000
SHIP,Seanergy Maritime Holdings Corp.,1.1,0.03,2.80%,20.873M,20.18M,170.345M,,20180000,170345000
ZNOG,"Zion Oil & Gas, Inc.",0.723,-0.0169,-2.28%,"4,78,926",1.264M,169.632M,,1264000,169632000
APT,"Alpha Pro Tech, Ltd.",12.45,0.01,0.08%,1.002M,1.11M,169.044M,8.5,1110000,169044000
MITT,"AG Mortgage Investment Trust, Inc.",4.07,-0.06,-1.45%,1.85M,2.152M,168.727M,,2152000,168727000
DFLYF,Draganfly Inc.,2.12,-0.08,-3.64%,1.796M,2.547M,168.156M,,2547000,168156000
KSHB,"KushCo Holdings, Inc.",1.26,-0.05,-3.82%,2.428M,1.569M,166.499M,,1569000,166499000
LKYSF,Numinus Wellness Inc.,1.0199,-0.0101,-0.98%,1.381M,1.04M,165.578M,,1040000,165578000
QLI,Qilian International Holding Group Limited,4.63,0.03,0.65%,"1,71,388",1.125M,165.523M,,1125000,165523000
TSOI,"Therapeutic Solutions International, Inc.",0.075,0.017,29.31%,18.659M,18.96M,165.002M,,18960000,165002000
LODE,Comstock Mining Inc.,4.33,-0.04,-0.92%,3.416M,11.002M,164.174M,6.77,11002000,164174000
CFMS,"Conformis, Inc.",0.8976,-0.0224,-2.43%,7.078M,6.361M,163.883M,,6361000,163883000
MKD,Molecular Data Inc.,1.26,0.2,18.87%,4.611M,7.188M,163.346M,,7188000,163346000
APRU,"Apple Rush Company, Inc.",0.008,0.0008,11.65%,15.617M,11.928M,163.082M,,11928000,163082000
TLLTF,TILT Holdings Inc.,0.5037,-0.0343,-6.38%,1.376M,1.315M,162.74M,,1315000,162740000
SPI,"SPI Energy Co., Ltd.",6.81,-0.61,-8.22%,1.328M,2.195M,161.439M,,2195000,161439000
HOFV,Hall of Fame Resort & Entertainment Company,2.06,0.1,5.10%,3.79M,5.025M,160.534M,,5025000,160534000
PTN,"Palatin Technologies, Inc.",0.6977,-0.0014,-0.20%,4.815M,7.996M,160.495M,,7996000,160495000
EXPR,"Express, Inc.",2.46,-0.05,-1.99%,5.89M,24.309M,159.829M,,24309000,159829000
ATOS,"Atossa Therapeutics, Inc.",2.23,0.09,4.21%,12.578M,24.307M,159.611M,,24307000,159611000
HCMC,Healthier Choices Management Corp.,0.0015,0.0003,20.00%,3.673B,358.952M,157.667M,,358952000,157667000
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",1.87,-0.01,-0.53%,8.329M,15.597M,157.15M,,15597000,157150000
TRX,Tanzanian Gold Corporation,0.63,0.0297,4.95%,3.308M,7.531M,156.141M,,7531000,156141000
IMMP,Immutep Limited,2.37,-0.03,-1.25%,"3,82,683",6.644M,155.15M,,6644000,155150000
KBLB,"Kraig Biocraft Laboratories, Inc.",0.18,-0.0049,-2.65%,"8,76,535",1.662M,153.794M,,1662000,153794000
XSPA,"XpresSpa Group, Inc.",1.62,0.06,3.85%,7.931M,13.383M,152.323M,,13383000,152323000
CHUC,"Charlie's Holdings, Inc.",0.008,0.0002,2.56%,32.299M,35.928M,151.926M,,35928000,151926000
ASRT,"Assertio Holdings, Inc.",0.8818,-0.0716,-7.51%,14.864M,17.029M,150.664M,,17029000,150664000
SIOX,"Sio Gene Therapies, Inc.",2.51,-0.05,-1.95%,1.966M,2.705M,147.464M,,2705000,147464000
ISR,"Isoray, Inc.",1.03,0.02,1.98%,10.903M,15.671M,145.436M,,15671000,145436000
MRGE,Mirage Energy Corporation,0.309,0.004,1.31%,"6,08,042",1.037M,145.316M,,1036999,145316000
SPRWF,"The Supreme Cannabis Company, Inc.",0.1969,-0.0046,-2.29%,5.45M,5.321M,144.858M,,5321000,144858000
RNWK,"RealNetworks, Inc.",3.78,-0.49,-11.48%,1.85M,1.367M,144.683M,,1367000,144683000
HEPA,"Hepion Pharmaceuticals, Inc.",1.86,-0.02,-1.06%,6.235M,5.734M,141.779M,,5734000,141779000
WWR,"Westwater Resources, Inc.",4.78,-0.02,-0.42%,4.993M,8.929M,140.594M,,8929000,140594000
AREC,American Resources Corporation,3.93,0.05,1.29%,3.792M,6.569M,139.917M,,6569000,139917000
AMPY,Amplify Energy Corp.,3.71,0.26,7.54%,1.477M,1.5M,139.706M,,1500000,139706000
AVGR,"Avinger, Inc.",1.47,0.08,5.76%,8.294M,26.468M,139.535M,,26468000,139535000
VISL,"Vislink Technologies, Inc.",3.05,0.13,4.45%,17.027M,13.149M,139.205M,,13149000,139205000
HTZGQ,"Hertz Global Holdings, Inc.",0.8869,0.2269,34.38%,15.789M,5.838M,138.543M,,5838000,138543000
BMWLF,Bluma Wellness Inc.,1.09,-0.0485,-4.26%,"7,35,691",1.039M,136.027M,,1038999,136027000
EYES,"Second Sight Medical Products, Inc.",5.79,4.36,304.90%,739.731M,14.306M,134.407M,,14306000,134407000
SYBX,"Synlogic, Inc.",3.41,0.32,10.36%,"5,10,960",1.529M,134.126M,,1529000,134126000
TGODF,The Green Organic Dutchman Holdings Ltd.,0.281,0.0229,8.87%,2.039M,3.032M,133.408M,,3032000,133407999
INUV,"Inuvo, Inc.",1.1,-0.05,-4.35%,5.784M,17.027M,130.364M,,17027000,130364000
PEI,Pennsylvania Real Estate Investment Trust,1.63,-0.06,-3.55%,3.731M,3.428M,129.646M,,3428000,129645999
VVPR,VivoPower International PLC,7.62,-0.37,-4.63%,"5,17,420",1.44M,129.081M,,1440000,129080999
CRYBF,Extreme Vehicle Battery Technologies Corp.,0.4029,0.0911,29.22%,1.631M,2.255M,128.633M,,2255000,128633000
LPTX,"Leap Therapeutics, Inc.",2.15,0.11,5.39%,"8,06,321",1.049M,128.264M,,1049000,128264000
LJPC,La Jolla Pharmaceutical Company,4.68,-0.07,-1.47%,"2,84,050",1.016M,128.144M,,1016000,128144000
BLRX,BioLineRx Ltd.,2.89,-0.06,-2.03%,1.384M,2.744M,127.992M,,2744000,127992000
AACG,ATA Creativity Global,4.08,-0.18,-4.23%,"1,77,286",5.965M,127.91M,,5965000,127910000
METX,Meten EdtechX Education Group Ltd.,2.39,0.31,14.90%,27.032M,4.21M,127.37M,,4210000,127370000
VERO,Venus Concept Inc.,2.37,0.07,3.04%,"5,57,827",1.216M,126.916M,,1216000,126916000
SLGG,"Super League Gaming, Inc.",5.9,-2.92,-33.11%,35.118M,7.578M,126.772M,,7578000,126772000
GTLL,"Global Technologies, Ltd.",0.0084,0.0028,50.00%,355.475M,469.979M,125.835M,,469979000,125835000
BCLI,Brainstorm Cell Therapeutics Inc.,3.51,-0.01,-0.28%,"7,22,102",1.164M,125.382M,,1164000,125382000
CLSN,Celsion Corporation,1.71,-0.14,-7.57%,8.802M,19.765M,125.218M,,19765000,125218000
LPCN,Lipocine Inc.,1.43,0.03,2.14%,2.657M,5.09M,124.893M,,5090000,124893000
KOSS,Koss Corporation,14.78,-0.52,-3.40%,1.9M,3.976M,124.084M,157.23,3976000,124084000
ADMP,Adamis Pharmaceuticals Corporation,0.8845,-0.0195,-2.16%,5.98M,19.965M,124.077M,,19965000,124077000
IPIX,Innovation Pharmaceuticals Inc.,0.285,0.005,1.79%,4.094M,2.817M,123.608M,,2817000,123608000
LMNL,Liminal BioSciences Inc.,4.19,0.18,4.49%,"4,38,059",1.324M,123.127M,,1324000,123127000
POLA,"Polar Power, Inc.",9.56,-0.8,-7.72%,"9,77,700",2.748M,122.255M,,2748000,122255000
ZYNE,"Zynerba Pharmaceuticals, Inc.",4.15,0.06,1.47%,2.967M,5.4M,122.173M,,5400000,122173000
LAIX,LAIX Inc.,2.47,0.24,10.76%,"9,05,770",3.316M,122.048M,,3316000,122048000
FENG,Phoenix New Media Limited,1.66,0.03,1.84%,"6,29,271",1.28M,121.027M,,1280000,121027000
OTIC,"Otonomy, Inc.",2.5,-0.13,-4.94%,1.282M,1.199M,120.798M,,1199000,120798000
ASM,Avino Silver & Gold Mines Ltd.,1.22,0.01,0.83%,2.379M,4.823M,120.402M,,4823000,120402000
RWLK,ReWalk Robotics Ltd.,2.71,-0.12,-4.24%,3.353M,3.42M,120.235M,,3420000,120235000
GTEC,Greenland Technologies Holding Corporation,11.74,0.28,2.44%,"1,11,394",1.383M,119.233M,,1383000,119233000
ENG,ENGlobal Corporation,4.31,0.3,7.48%,1.83M,3.202M,118.754M,148.62,3202000,118754000
BOXL,Boxlight Corporation,2.16,-0.02,-0.92%,3.736M,5.916M,117.429M,,5916000,117429000
UAMY,United States Antimony Corporation,1.14,-0.1,-8.06%,16.802M,11.746M,117.192M,,11746000,117192000
ONCY,Oncolytics Biotech Inc.,2.68,-0.37,-12.13%,2.34M,1.839M,116.106M,,1839000,116106000
RMTI,"Rockwell Medical, Inc.",1.24,0.01,0.81%,1.916M,2.036M,116.031M,,2036000,116031000
PED,PEDEVCO Corp.,1.46,0.02,1.39%,"8,51,610",2.479M,116.009M,,2479000,116009000
FTSSF,First Cobalt Corp.,0.254,0.0132,5.48%,1.215M,1.431M,115.528M,,1431000,115528000
SCNA,Smart Cannabis Corp.,0.0235,0.0024,11.37%,3.433M,8.814M,115.238M,,8814000,115238000
APRE,"Aprea Therapeutics, Inc.",5.39,-0.06,-1.19%,"9,39,031",1.794M,114.091M,,1794000,114091000
ALRN,"Aileron Therapeutics, Inc.",1.36,-0.01,-0.73%,2.124M,4.277M,113.71M,,4277000,113710000
ACST,Acasti Pharma Inc.,0.6304,0.07,12.49%,27.499M,53.525M,113.252M,23.35,53525000,113252000
LQDA,Liquidia Corporation,2.61,-0.05,-1.88%,1.54M,1.51M,113.021M,,1510000,113021000
SLS,"SELLAS Life Sciences Group, Inc.",7.89,-0.11,-1.38%,"5,12,450",5.758M,111.995M,,5758000,111995000
AUMN,Golden Minerals Company,0.6862,0.0239,3.61%,1.917M,2.891M,111.487M,,2891000,111487000
BNNLF,Bannerman Resources Limited,0.092,0,0.00%,1.295M,1.261M,110.089M,,1261000,110089000
MBRX,"Moleculin Biotech, Inc.",3.87,0.01,0.26%,1.987M,2.433M,109.986M,,2433000,109986000
BIOL,"BIOLASE, Inc.",0.75,-0.0025,-0.33%,12.957M,36.993M,109.486M,,36993000,109486000
ZSAN,Zosano Pharma Corporation,1.07,0,0.00%,4.295M,11.481M,109.211M,,11481000,109211000
CAPR,"Capricor Therapeutics, Inc.",5.34,0.28,5.53%,"5,17,203",1.009M,109.19M,,1008999,109190000
GRNQ,Greenpro Capital Corp.,1.84,-0.04,-2.13%,1.446M,5.212M,108.934M,,5212000,108934000
REPH,"Recro Pharma, Inc.",3.275,-0.355,-9.78%,"8,65,271",1.341M,108.777M,,1341000,108777000
UONE,"Urban One, Inc.",5.05,-0.07,-1.37%,"3,29,269",1.505M,108.698M,,1505000,108698000
AEZS,Aeterna Zentaris Inc.,0.92,-0.02,-2.13%,9.249M,17.454M,108.194M,,17454000,108194000
VPER,"Viper Networks, Inc.",0.0182,0.0065,55.56%,434.932M,233.523M,107.905M,,233523000,107905000
GGTTF,GTEC Holdings Ltd.,0.765,0.0826,12.10%,8.619M,1.656M,107.657M,,1656000,107657000
USWS,"U.S. Well Services, Inc.",1.44,-0.04,-2.70%,3.678M,9.139M,106.66M,,9139000,106660000
CLBS,"Caladrius Biosciences, Inc.",1.79,-0.03,-1.65%,4.032M,5.79M,106.514M,,5790000,106514000
GTT,"GTT Communications, Inc.",1.78,0.08,4.71%,3.875M,2.953M,104.699M,,2953000,104699000
ZKIN,"ZK International Group Co., Ltd.",5.18,-0.02,-0.38%,1.525M,1.568M,102.239M,,1568000,102239000
IQST,iQSTEL Inc.,1.19,0.3,33.71%,3.968M,5.155M,101.595M,,5155000,101595000
VERB,"Verb Technology Company, Inc.",1.95,-0.1,-4.88%,2.027M,1.699M,99.518M,,1699000,99518000
INPX,Inpixon,1.15,-0.01,-0.86%,10.999M,10.043M,99.397M,,10043000,99397000
YGMZ,MingZhu Logistics Holdings Limited,8.15,-0.29,-3.44%,"3,92,756",1.25M,97.8M,,1250000,97800000
KERN,Akerna Corp.,4.51,-0.07,-1.53%,1.337M,3.156M,97.404M,,3156000,97404000
NXTTF,Namaste Technologies Inc.,0.241,0.0044,1.86%,1.199M,1.621M,97.028M,,1621000,97028000
ATNF,180 Life Sciences Corp.,4.03,0.09,2.28%,"7,50,403",1.795M,97.015M,,1795000,97015000
COCP,"Cocrystal Pharma, Inc.",1.41,0.03,2.17%,1.845M,3.138M,96.675M,,3138000,96675000
AESE,Allied Esports Entertainment Inc.,2.44,-0.83,-25.38%,16.262M,5.268M,95.5M,,5268000,95500000
WEI,Weidai Ltd.,1.34,-0.06,-4.29%,"8,36,557",1.427M,94.418M,0.96,1427000,94418000
AIKI,AIkido Pharma Inc.,1.06,0.05,4.95%,11.662M,18.921M,94.156M,,18921000,94156000
FTEK,"Fuel Tech, Inc.",3.11,0.02,0.65%,"8,03,628",1.641M,94.01M,,1641000,94010000
EEENF,88 Energy Limited,0.0085,-0.0015,-15.00%,15.918M,1.563M,93.826M,,1563000,93826000
BIEL,BioElectronics Corporation,0.0043,0,-0.81%,80.919M,123.212M,93.758M,,123212000,93758000
DTEA,DAVIDsTEA Inc.,3.57,0.09,2.59%,"3,46,393",1.004M,93.644M,,1004000,93644000
SSFT,Sonasoft Corp.,0.198,0.042,26.92%,2.654M,3.17M,93.504M,,3170000,93504000
PHUN,"Phunware, Inc.",1.31,-0.01,-0.76%,4.921M,13.749M,92.891M,,13749000,92891000
ATAO,Altair International Corp.,0.17,0.006,3.66%,2.686M,3.74M,92.868M,,3740000,92868000
ICNAF,Icanic Brands Company Inc.,0.41,-0.02,-4.65%,1.423M,1.085M,92.307M,,1085000,92307000
LQMT,"Liquidmetal Technologies, Inc.",0.1009,-0.0001,-0.10%,"7,20,038",1.321M,92.268M,,1321000,92268000
DSS,"Document Security Systems, Inc.",3.33,0.33,11.00%,3.086M,3.175M,92.141M,4.61,3175000,92141000
ECOR,"electroCore, Inc.",2.02,0.06,3.06%,1.994M,4.318M,91.818M,,4318000,91818000
DFFN,Diffusion Pharmaceuticals Inc.,0.895,-0.0012,-0.13%,5.559M,7.656M,91.001M,,7656000,91001000
OGEN,"Oragenics, Inc.",0.82,0.0244,3.07%,7.756M,24.658M,89.91M,,24658000,89910000
HQGE,HQ Global Education Inc.,0.0114,0.0008,7.55%,129.083M,160.278M,88.007M,0.02,160278000,88007000
ISUN,"iSun, Inc.",10.95,0.05,0.46%,"4,67,718",1.289M,87.597M,,1289000,87597000
LGORF,Largo Resources Ltd.,1.535,0.135,9.64%,"9,12,669",1.099M,87.567M,,1099000,87567000
CLRB,"Cellectar Biosciences, Inc.",1.73,-0.01,-0.57%,1.614M,2.571M,87.372M,,2571000,87372000
VBLT,Vascular Biogenics Ltd.,1.81,0.02,1.12%,"4,37,345",1.119M,87.219M,,1119000,87219000
RGLS,Regulus Therapeutics Inc.,1.3,0.15,13.04%,2.072M,2.684M,86.971M,,2684000,86971000
INND,"InnerScope Hearing Technologies, Inc.",0.025,0.0084,50.60%,230.122M,283.15M,86.403M,,283150000,86403000
CEMI,"Chembio Diagnostics, Inc.",4.28,-0.08,-1.83%,"8,35,604",1.01M,86.354M,,1010000,86354000
ELYS,"Elys Game Technology, Corp.",5.17,-0.36,-6.51%,1.407M,1.621M,86.34M,,1621000,86340000
PTE,"PolarityTE, Inc.",1.29,0.01,0.78%,5.304M,8.932M,86.176M,,8932000,86176000
SMCE,"SMC Entertainment, Inc.",0.005,-0.0002,-3.85%,"7,14,012",1.742M,86.162M,,1742000,86162000
BXRX,"Baudax Bio, Inc.",1.22,0.025,2.09%,3.48M,6.423M,85.574M,,6423000,85574000
WTER,The Alkaline Water Company Inc.,1.1,-0.02,-1.79%,1.814M,2.257M,85.454M,,2257000,85454000
DPW,"Ault Global Holdings, Inc.",3.07,-0.08,-2.54%,8.515M,11.197M,85.204M,,11197000,85204000
XELA,"Exela Technologies, Inc.",1.73,0.12,7.45%,1.399M,4.918M,85.174M,,4918000,85174000
REED,"Reed's, Inc.",1.01,0.01,1.00%,"4,75,413",1.447M,84.337M,,1447000,84337000
GAXY,"Galaxy Next Generation, Inc.",0.0303,0.0021,7.26%,39.486M,105.852M,83.806M,,105852000,83806000
AUVI,"Applied UV, Inc.",9.17,1.37,17.56%,2.045M,2.593M,83.55M,,2593000,83550000
NVOS,"Novo Integrated Sciences, Inc.",3.51,0,0.00%,"1,19,855",4.245M,83.514M,,4245000,83514000
NDRA,ENDRA Life Sciences Inc.,2.22,0.09,4.23%,2.622M,3.117M,83.441M,,3117000,83441000
AIM,AIM ImmunoTech Inc.,2.05,-0.04,-1.91%,1.695M,3.918M,83.407M,,3918000,83407000
OPTT,"Ocean Power Technologies, Inc.",2.65,-0.26,-8.93%,8.99M,9.927M,82.496M,,9927000,82496000
NSPR,"InspireMD, Inc.",0.7308,0.0341,4.89%,10.122M,18.805M,81.26M,,18805000,81260000
TOPS,Top Ships Inc.,2.04,-0.04,-1.92%,3.504M,6.134M,81.257M,,6134000,81257000
DARE,"Daré Bioscience, Inc.",1.94,0.05,2.65%,3.149M,3.254M,80.697M,,3254000,80697000
GEN,"Genesis Healthcare, Inc.",0.4788,0.0012,0.25%,9.277M,4.583M,79.862M,,4583000,79862000
ADXS,"Advaxis, Inc.",0.6801,-0.0252,-3.57%,11.346M,14.347M,78.981M,,14347000,78981000
NVCN,Neovasc Inc.,1.19,0.05,4.39%,4.945M,6.935M,77.993M,,6935000,77993000
DMNXF,Sayona Mining Limited,0.0228,-0.0015,-5.97%,4.884M,6.767M,77.897M,,6767000,77897000
RVVTF,Revive Therapeutics Ltd.,0.3046,-0.0007,-0.23%,4.182M,3.791M,77.688M,,3791000,77688000
AAU,Almaden Minerals Ltd.,0.6421,0.0108,1.71%,1.588M,5.449M,77.491M,,5449000,77491000
QLGN,"Qualigen Therapeutics, Inc.",2.88,-0.02,-0.69%,1.621M,2.036M,76.916M,,2036000,76916000
SNPW,Sun Pacific Holding Corp.,0.0795,0.0115,16.91%,15.991M,50.74M,76.837M,,50740000,76837000
MEDIF,MediPharm Labs Corp.,0.3808,0.0077,2.06%,1.806M,1.369M,76.673M,,1369000,76673000
ZBISF,Zenabis Global Inc.,0.09,-0.0047,-4.96%,2.951M,2.44M,76.084M,,2440000,76084000
TAOP,Taoping Inc.,8.86,-0.32,-3.49%,"2,85,843",2.528M,75.194M,,2528000,75194000
AAME,Atlantic American Corporation,3.67,0.02,0.55%,"1,04,366",2.19M,74.92M,63.28,2190000,74920000
WDLF,"Social Life Network, Inc.",0.0216,0.0055,34.16%,250.157M,388.612M,74.653M,,388612000,74653000
AZRX,"AzurRx BioPharma, Inc.",1.21,0.03,2.54%,1.88M,8.126M,74.158M,,8125999,74158000
SFOR,"StrikeForce Technologies, Inc.",0.179,0.009,5.29%,29.898M,68.834M,74.138M,,68834000,74138000
IGC,"India Globalization Capital, Inc.",1.63,0,0.00%,1.781M,5.764M,73.947M,,5764000,73947000
ALNA,"Allena Pharmaceuticals, Inc.",1.47,-0.03,-2.00%,1.262M,2.47M,73.869M,,2470000,73869000
CNET,ZW Data Action Technologies Inc.,2.36,-0.1,-4.07%,2.009M,9.414M,73.809M,,9414000,73809000
DPLS,"DarkPulse, Inc.",0.018,0.0057,46.34%,179.793M,236.106M,73.598M,,236106000,73598000
KBNT,"Kubient, Inc.",6.26,-0.34,-5.15%,1.472M,1.128M,73.593M,,1128000,73593000
